name,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class,Class_prob,Class_prob_e,true_Class,conf_flag
2CXO J053519.2-051644,0.0,0.028067182299100494,0.0748803991431464,0.001657507546290477,0.06272109725481584,0.0011206078021595088,6.222222222222e-05,0.8314909837322649,0.0,0.015831663437588787,0.02792680913140283,0.0024529721213876325,0.029856927950607286,0.0014385436432332373,0.0003096003079248479,0.046627264286934846,YSO,0.8314909837322649,0.046627264286934846,YSO,1
2CXO J053519.2-053103,0.0,3.914644554476631e-05,0.0001605582162836069,4.565368115069785e-05,0.0013277836538894761,0.00023568278201865634,6.397952655150352e-08,0.9981911112415862,0.0,0.00024995138103527586,0.000575699246418003,0.00026971823085779816,0.0020105803385858734,0.0009712212248725962,6.397952655150352e-07,0.0024627743123117854,YSO,0.9981911112415862,0.0024627743123117854,YSO,1
2CXO J053519.5-051702,0.0,0.03583888200894389,0.005447961880477306,0.03386773142157747,0.022948162350135207,0.06449581298016278,0.000799761904761888,0.8366016874539413,0.0,0.014017003723550796,0.004141993007442857,0.012436923552619196,0.01341000250027361,0.01893581670426365,0.001333703506777224,0.03510182485678908,YSO,0.8366016874539413,0.03510182485678908,YSO,1
2CXO J053519.5-052735,0.0,0.00041411052755269573,0.029157263584194393,0.00038385282115544443,0.010183619739038004,4.9999999999999006e-05,1.1111111111111e-05,0.9598000422169483,0.0,0.002051986038059085,0.01460960624692831,0.0008717144736344564,0.008745574288353713,0.0002964540825662633,0.00011111111111111,0.019763538222019858,YSO,0.9598000422169483,0.019763538222019858,YSO,1
2CXO J053519.5-053158,6.666666666666e-06,0.08297873995722378,0.10411362801474627,0.04942374542417331,0.09388451653136963,0.117983752513826,0.005835423280423242,0.5457735276115708,6.666666666665996e-05,0.03042991289077136,0.024534158266775324,0.017715109941339936,0.032833857399453145,0.05508760170236365,0.006369971072691985,0.09996057830324617,YSO,0.5457735276115708,0.09996057830324617,YSO,1
2CXO J053519.6-051929,0.0015308921408286008,0.008240416608924632,0.04964965393952026,0.0022355602149167556,0.010143507719475324,0.021336522783235376,0.011786157753181837,0.895077288839917,0.0019674823193026685,0.00585474501541354,0.030318400456206006,0.0026028392780492317,0.006466721876223823,0.01288398572759199,0.007178405665459318,0.03907528599935861,YSO,0.895077288839917,0.03907528599935861,YSO,1
2CXO J053519.6-052001,6.0555555555554e-05,0.00017222222222222,0.004015248718310328,0.0002417967523355157,0.0008683251016888817,0.00022838827838827461,5.5555555555555e-05,0.9943579078159437,0.0002945122002384364,0.0007913872643780145,0.0032837771562576963,0.0006981546924273646,0.0013965653892998016,0.0007596735446640535,0.000366137427120056,0.004019890626144996,YSO,0.9943579078159437,0.004019890626144996,YSO,1
2CXO J053519.6-052426,0.0,0.0007587944718117059,0.031197203968579792,0.0019221648286379097,0.0038319014577616276,0.0015549532473551819,8.2222222222219e-05,0.9606527598036315,0.0,0.0017687709590909228,0.05388552937262337,0.003683539619343761,0.008422528850689085,0.0037793663008700335,0.00042804188212074585,0.06826068511874071,YSO,0.9606527598036315,0.06826068511874071,YSO,1
2CXO J053519.7-051405,0.0,0.0020110549414140227,0.015124152600508518,0.00038518158800445845,0.01861665674080149,0.0032745688320480987,3.1666666666666e-05,0.9605567186305567,0.0,0.0030807336983913886,0.014016821953516936,0.0016949744803002223,0.01520128786845188,0.004168458230103418,0.0002469738282276142,0.026140661583188476,YSO,0.9605567186305567,0.026140661583188476,YSO,1
2CXO J053519.8-051507,0.3634803798244184,0.019115043571532642,0.0055410412399281095,0.000383425925925919,0.01613214752747998,0.027572280104644648,0.10063520129493903,0.4671404805111311,0.05421817340301471,0.008939707210973251,0.0037144992074949175,0.0009846801238866008,0.0074469478671871465,0.01711690096575883,0.034774586020170827,0.04382376715660824,YSO,0.4671404805111311,0.04382376715660824,YSO,0
2CXO J053519.8-051534,0.009835393496950466,0.004352105864540576,0.01513206878332778,0.013982567447982064,0.000135062530062526,0.006992370132041525,0.0066707233443872305,0.9428997084007077,0.0180742606198978,0.0031581586469512633,0.01197837807681244,0.00859422362264663,0.0004165207371701981,0.005183605924827077,0.00564913839789089,0.026479463680021246,YSO,0.9428997084007077,0.026479463680021246,YSO,1
2CXO J053519.8-052221,0.004073358778625937,0.003431827820186571,0.01378244885537653,0.006731662681332653,0.001144666689037659,0.004844756856092694,0.00044708227311279796,0.9655441960462351,0.008079908705274183,0.0033368317389186383,0.007600220998547362,0.004582020323091309,0.0013294162074072998,0.0039673596298708405,0.0010421088488229199,0.015871883728422912,YSO,0.9655441960462351,0.015871883728422912,YSO,1
2CXO J053519.8-053103,2.2222222222222e-05,0.00033999999999999504,0.07703729994533054,0.000654225243182069,0.004256187884906347,3.354700854700822e-05,0.0,0.9176565176958118,0.00022222222222222,0.001040077313499862,0.03057057578693057,0.0013777893611953565,0.00697384486571549,0.000247426264884133,0.0,0.033069681035835755,YSO,0.9176565176958118,0.033069681035835755,YSO,1
2CXO J053519.9-051846,0.0,6.25073350566614e-05,0.001763291762778158,4.477239301216012e-05,0.002031395351095283,8.3333333333332e-05,8.771929824561404e-08,0.9960146121054261,0.0,0.0002963792461196674,0.0023296386993237168,0.000269817663504973,0.003424154022202963,0.00044229982004779356,8.771929824561406e-07,0.004749571067137654,YSO,0.9960146121054261,0.004749571067137654,YSO,1
2CXO J053520.0-052043,0.0,0.012926104845446904,0.009503221398441557,0.007629525777893961,0.008257948489836332,0.031229194363269257,2.3333333333332e-05,0.9304306717917785,0.0,0.0075184165766826105,0.005699303310729896,0.005000776196608736,0.005165589004061471,0.012314586488994935,0.00017887916404960523,0.019845814579102745,YSO,0.9304306717917785,0.019845814579102745,YSO,1
2CXO J053520.0-052105,0.0,0.006157966814069806,0.06636599316943986,0.12456824117894733,0.008751585278770391,0.011830373398190317,0.0004383558714856368,0.7818874842890965,0.0,0.004340530177215875,0.016120549637001765,0.02703968284365082,0.006457865068594394,0.00881665546672613,0.0010666335005994844,0.0329727512102695,YSO,0.7818874842890965,0.0329727512102695,YSO,1
2CXO J053520.0-052537,0.0,0.00047278719397362743,0.002351439621805716,0.00027436458177836965,0.0019321421256489274,0.0005126603411109523,0.0,0.9944566061356823,0.0,0.000993254712013518,0.002405325852380871,0.000663868437233531,0.0023337377161838186,0.0010617376501713294,0.0,0.003967559506047795,YSO,0.9944566061356823,0.003967559506047795,YSO,1
2CXO J053520.0-052911,0.0,0.00016838264299802528,0.009387128967559251,5.7670126874279125e-08,0.004329049066393601,4.9999999999999006e-05,5.7670126874279125e-08,0.9860653239827954,0.0,0.0011814226356854855,0.009003962750721137,5.767012687427911e-07,0.0059250725908560455,0.0002964540825662633,5.767012687427911e-07,0.012189737364792851,YSO,0.9860653239827954,0.012189737364792851,YSO,1
2CXO J053520.1-051944,0.002786549474847957,0.000327429519071301,0.004296526924117434,0.00045238513874103843,0.0005373203302582639,0.001499337760000435,0.0007043063645567329,0.9893961444884068,0.0032996689209222074,0.0006753840745404356,0.004199267640288545,0.000981698812847499,0.0010813075592095464,0.0021901516441655312,0.0012406946339543784,0.006928829697284825,YSO,0.9893961444884068,0.006928829697284825,YSO,1
2CXO J053520.1-052308,0.0002,0.0021134267040149187,0.011730717133572805,0.0034757936507936182,0.0015388235294117461,0.007899727181107805,0.000182777777777774,0.9728587340233212,0.002,0.002526572346770902,0.006968610793214385,0.003227009000070618,0.0018214467854537099,0.004817442635004604,0.00047968422657679717,0.01184119529470467,YSO,0.9728587340233212,0.01184119529470467,YSO,1
2CXO J053520.2-051359,0.0,0.00011388888888888599,0.04409785933753519,0.0006647567787322711,0.0027614279746102483,0.000193830409356722,0.0,0.9521682366108766,0.0,0.0004963625640465822,0.020176625127164175,0.0013747996835815324,0.002701162258778093,0.0006707484500238235,0.0,0.021316054918952172,YSO,0.9521682366108766,0.021316054918952172,YSO,1
2CXO J053520.2-051957,0.04333472799263391,0.016130722263891017,0.021980921916582293,0.002908814269308415,0.004526189958487166,0.05220849244879292,0.0824253566986843,0.7764847744516197,0.038453914949361435,0.009539145235185198,0.016699723026959146,0.0031282884539019506,0.008098963343300725,0.027325757662078554,0.030986524734239882,0.062823841130398,YSO,0.7764847744516197,0.062823841130398,YSO,1
2CXO J053520.2-053217,0.0,0.011512021756635704,0.11228436047019931,0.004420107069819296,0.034529134192633766,0.0044681265464471,0.000286111111111107,0.8325001388531535,0.0,0.006929259545229324,0.04541248640141324,0.004273518744752563,0.02319693109171387,0.005047416594078843,0.0013980143535332027,0.06771377384383553,YSO,0.8325001388531535,0.06771377384383553,YSO,1
2CXO J053520.3-053039,0.0,0.005608119658119624,0.008932844841818688,0.0018831552784685287,0.00394215628231661,0.001992777777777759,1.7636684303350968e-07,0.9776407697946558,0.0,0.0048261653595255615,0.0063916455212389795,0.0034700181943738205,0.004246351982406874,0.003076047549169809,1.7636684303350964e-06,0.013613090207509742,YSO,0.9776407697946558,0.013613090207509742,YSO,1
2CXO J053520.4-051713,0.0,1.20246849456892e-06,0.0003717594049951293,9.683553904213654e-06,0.00036016023922266327,1.1588806878383645e-05,0.0,0.9992456055265051,0.0,6.679407657918135e-06,0.0009161840851317976,8.339627934421262e-05,0.0008684344940815349,0.00011111296217812496,0.0,0.0013352850308125616,YSO,0.9992456055265051,0.0013352850308125616,YSO,1
2CXO J053520.4-052329,0.0,0.001678312213389345,0.011764250944920916,0.0009879138321995302,0.0022600357834385264,0.004973859099037416,8.444444444444299e-05,0.9782511836825698,0.0,0.0019486589540540018,0.006516107264247058,0.001530050798415528,0.002148404111364112,0.004017585795198343,0.00040889535446017404,0.008572275859165571,YSO,0.9782511836825698,0.008572275859165571,YSO,1
2CXO J053520.5-052042,0.0,7.698229407236338e-08,0.00021433339996680204,1.6989425978625566e-05,0.0008462498889594893,2.911424521193694e-07,1.6724941724941e-05,0.998905334218624,0.0,7.698229407236338e-07,0.0007410428364199949,0.00016664225125319844,0.0017190823129126338,1.8521596839566773e-06,0.00016724941724941003,0.0018906971494493828,YSO,0.998905334218624,0.0018906971494493828,YSO,1
2CXO J053520.5-052420,0.0,0.0011302530509381384,0.05454170899283308,0.003383724109852865,0.020338294950988472,0.003911302036979751,8.333333333333e-06,0.9166863835250743,0.0,0.0021257746668768124,0.015986081283279423,0.0037891441624727626,0.017129723139717185,0.0034489902545291645,8.333333333333001e-05,0.029692510831787075,YSO,0.9166863835250743,0.029692510831787075,YSO,1
2CXO J053520.6-044949,0.0,0.04523114687133327,0.03706075864811758,0.01733593390527597,0.2196752213945621,0.03949012807998097,0.0041945422032050005,0.6370122688975249,0.0,0.01735848518725388,0.02757222673192501,0.01306825951511696,0.07260840647166546,0.027664690662985558,0.009066756927184868,0.08075581561832636,YSO,0.6370122688975249,0.08075581561832636,YSO,1
2CXO J053520.6-052245,0.0,0.003250555555555521,0.019316191482675386,0.003138333333333302,0.0017530491921871002,0.021096077847805744,0.0003080555555555493,0.9511377370328873,0.0,0.003256709047823009,0.007675351771161424,0.0030248636600869972,0.0018238657782475118,0.008045951224225682,0.0007783096525972709,0.0149262786132899,YSO,0.9511377370328873,0.0149262786132899,YSO,1
2CXO J053520.6-052446,0.0,0.0004961111111111041,0.01589467540828104,0.00360998716852007,0.0010510661976689687,0.001200634920634907,3.984126984126896e-05,0.9777076839239426,0.0,0.001070592726778829,0.007339314291862958,0.0033075745376253394,0.0014880486720059416,0.002001346182871261,0.0002269083203102246,0.009506291139116144,YSO,0.9777076839239426,0.009506291139116144,YSO,1
2CXO J053520.7-051926,0.005297946499758658,0.015446360895147209,0.13240076820599944,0.004688963377891911,0.21096327378940116,0.05949376375216116,0.060219530412638535,0.5114893930670017,0.004590749603128141,0.0076094247257169866,0.042982009057892394,0.006334337161062641,0.05706764691270789,0.023463294953984887,0.020938065534588008,0.08597730798429157,YSO,0.5114893930670017,0.08597730798429157,YSO,1
2CXO J053520.7-052154,0.0,0.000135555555555552,0.0032902151632333387,8.486993646466469e-05,0.005647687558574166,7.3333333333332e-05,0.0,0.990768338452839,0.0,0.0005034684536799132,0.004620554174876355,0.00048390534186849914,0.0049006246114282484,0.00040455690892033486,0.0,0.008128514754683288,YSO,0.990768338452839,0.008128514754683288,YSO,1
2CXO J053520.7-052615,0.0,0.00022521567639264905,0.006649692920719715,0.000119444444444442,0.010329241844669577,7.807017543859571e-05,0.0,0.9825983349383349,0.0,0.0008222044696183019,0.0057181218263613,0.00047089997757104586,0.01332368594789965,0.00048040544595769687,0.0,0.017139642377660608,YSO,0.9825983349383349,0.017139642377660608,YSO,1
2CXO J053520.8-052121,0.0,1.282051282051282e-07,0.010868593716407034,0.000211666666666662,0.0011566796879921072,0.0001222779635823102,2.5e-05,0.9876156537602236,0.0,1.282051282051282e-06,0.014249216032939872,0.0007959123261870059,0.002157627975145305,0.0007770071638319641,0.00025000000000000006,0.01624274224853287,YSO,0.9876156537602236,0.01624274224853287,YSO,1
2CXO J053520.9-052042,6.6666666666666e-05,0.000110757575757573,0.0021898470748569427,0.00012921019852370734,0.0009490315086268069,0.00020063546423135023,0.0003334991708125994,0.9960203523405243,0.0003577827271687805,0.0004778547985934688,0.002718415109512364,0.00045346716996667153,0.0013817350426872277,0.0005765317084155722,0.0010422922719359182,0.0036906143187067815,YSO,0.9960203523405243,0.0036906143187067815,YSO,1
2CXO J053520.9-052150,0.0,1.126058794220218e-05,0.0020351355199605863,6.666666666666e-06,0.0003586916105201813,2.2222222222222e-05,0.0,0.9975660233926881,0.0,0.00011110606682216586,0.0029065707835967793,6.666666666665999e-05,0.0008284199865295314,0.00015633921570698696,0.0,0.00304160032463758,YSO,0.9975660233926881,0.00304160032463758,YSO,1
2CXO J053521.0-052809,0.0,0.004522721560846519,0.04526235292079462,0.0006478450323036251,0.010507421868979605,0.0005086395098770177,0.0,0.9385510191071985,0.0,0.003497826434125868,0.021064808060932576,0.0010751484104635927,0.0067534856413971195,0.0010978718945132372,0.0,0.025456244693550747,YSO,0.9385510191071985,0.025456244693550747,YSO,1
2CXO J053521.0-053121,0.0,0.000325974386107045,0.0006685674515854095,2.711658838975296e-05,0.002193763892950053,1.6433794713790015e-05,0.0,0.996768143886254,0.0,0.0008693014282675077,0.0011436286011210284,0.00022306350364449567,0.0022765974394222937,0.00011647254240091123,0.0,0.002858041211737393,YSO,0.996768143886254,0.002858041211737393,YSO,1
2CXO J053521.1-052556,0.0,0.001216944444444427,0.046036024849788706,0.024813253968253922,0.006559269669110614,0.00061499999999999,2.2222222222222e-05,0.92073728484618,0.0,0.0020263905091191716,0.0182411905433483,0.022885784870346513,0.005426553154266901,0.0011807644563308541,0.0002222222222222201,0.027745247225490034,YSO,0.92073728484618,0.027745247225490034,YSO,1
2CXO J053521.2-054212,0.0,0.002835627041419672,0.015054944293651139,0.007027552636413663,0.005375597579102851,0.001694863376990694,0.000156111111111108,0.9678553039613108,0.0,0.0030267862934149495,0.013119409103906948,0.007475904916032429,0.005815424878282349,0.0024549950796209164,0.0004951879049710029,0.025091041491318883,YSO,0.9678553039613108,0.025091041491318883,YSO,1
2CXO J053521.3-052345,0.0,0.004033246572715904,0.012106244562177033,0.0016518355718355502,0.006357675035637051,0.011232101522757719,0.000294999999999995,0.9643238967348766,0.0,0.0034832179589545744,0.006381481450166117,0.0022695390842832406,0.0042408589279909,0.005716354267830935,0.0007349391916433473,0.013341864174992273,YSO,0.9643238967348766,0.013341864174992273,YSO,1
2CXO J053521.4-052316,0.0,0.0016556498108014918,0.023771441671590333,0.000936666666666649,0.003781399886688106,0.007259825233404171,0.000117222222222219,0.9624777945086269,0.0,0.002148102315605612,0.010604938015209165,0.0013964668688068555,0.004019653997137407,0.004943611521070236,0.0004786171599865975,0.016113833745144378,YSO,0.9624777945086269,0.016113833745144378,YSO,1
2CXO J053521.5-045045,3.0555555555555005e-05,0.08542017928480691,0.03966845201584666,0.02565217140892313,0.1121993538307576,0.006435736696496146,4.4444444444444e-05,0.7305491067631693,0.00023654396844688952,0.03248108911046682,0.016362831030385057,0.014392959764347808,0.043882301851145285,0.004817812610291461,0.00035029782636066865,0.07574946537587406,YSO,0.7305491067631693,0.07574946537587406,YSO,1
2CXO J053521.5-052105,0.0,0.000182777777777775,0.002319612564963955,0.0007251709314269327,0.0005249915199576972,0.0005245969997457348,8.333333333333e-06,0.9957145168727947,0.0,0.0006587301152662488,0.0022067230540804487,0.001545788583435689,0.001224826721028592,0.0011825455955927946,8.333333333333e-05,0.0036032872224752766,YSO,0.9957145168727947,0.0036032872224752766,YSO,1
2CXO J053521.6-051516,0.000131054131054128,0.0005231214289712359,0.005598500594474501,0.00018447514765618608,0.004755504103807783,0.002214883302610489,0.003214013566675505,0.9833784477247501,0.000481001299744184,0.001126496866690632,0.005151552231434997,0.0004999407288727101,0.0057033844163846,0.0024835091509518466,0.002768194161240299,0.009886511514007258,YSO,0.9833784477247501,0.009886511514007258,YSO,1
2CXO J053521.6-051716,0.0,0.002183441793203159,0.14699646110168263,0.0063853187889003045,0.015481772685458688,0.008313943894389393,9.4487179487177e-05,0.8205445745568786,0.0,0.0026424272793267706,0.0493442979206655,0.004509446788911195,0.008808586035318972,0.005403225798655883,0.0004935133157780619,0.04823951660507373,YSO,0.8205445745568786,0.04823951660507373,YSO,1
2CXO J053521.6-052146,0.0,0.0005873013987859482,0.0008323179868740027,0.0008093921425536104,0.0019780303296283745,0.0031170674973478914,4.45980542754732e-05,0.9926312925905347,0.0,0.0011607261145107153,0.001373541141080078,0.0013924817584726372,0.002315646305650702,0.0030422536343626726,0.00031266014926919393,0.00476272700863326,YSO,0.9926312925905347,0.00476272700863326,YSO,1
2CXO J053521.6-052714,0.0,0.001490275308159652,0.0061770026129214515,0.000184981785063749,0.007322783332074403,0.00040506459948319714,7.785737498761999e-06,0.9844121066247987,0.0,0.002185843562839546,0.006228115744545486,0.0006910116789594978,0.008909176019958163,0.0009381833135458831,6.74878117598284e-05,0.014893318386927496,YSO,0.9844121066247987,0.014893318386927496,YSO,1
2CXO J053521.7-045312,1.1111111111111e-05,0.5413235020243453,0.020529045163165,0.01306073641530098,0.14735708637965725,0.06280087889550842,0.0011880373230373031,0.21372960268787444,0.00011111111111111,0.07919421031627584,0.007608762884149883,0.00772921994514773,0.046947377489465564,0.018714094874677144,0.0016879855413731446,0.04053472986397761,CV,0.5413235020243453,0.07919421031627584,LM-STAR,1
2CXO J053521.7-051946,0.02446589679718676,0.005268836953370234,0.028184226009888017,0.03764218211423569,0.00022271286317513772,0.0027418432673258293,0.006080999599506088,0.895393302395312,0.03082647019957613,0.0032655063090691596,0.02175134117561469,0.017383412968939225,0.0005710005680095271,0.0024535815030322897,0.0073827388183059,0.040158651680894726,YSO,0.895393302395312,0.040158651680894726,YSO,1
2CXO J053521.7-052310,0.0,0.000668272827282717,0.021254376745092056,0.0006337063051193401,0.003862315511540153,0.0028730002569927644,6.166666666666599e-05,0.9706466616873063,0.0,0.0012561796659190424,0.010591519416401449,0.001211681287941736,0.003464560714014305,0.0026773114511068345,0.0003254679020751591,0.01384033099514917,YSO,0.9706466616873063,0.01384033099514917,YSO,1
2CXO J053521.7-052339,0.000199999999999999,0.0016732368955333873,0.01632751894018777,0.004845555555555518,0.000954411999539674,0.008430634920634877,0.000217777777777774,0.9673508639107709,0.0016816016213625552,0.0021950524708006813,0.007455184721374481,0.004309378520717024,0.0015934207404554306,0.005548568566134384,0.0006859664305804354,0.014158419238891816,YSO,0.9673508639107709,0.014158419238891816,YSO,1
2CXO J053521.7-052644,0.0,0.0007294281704133641,0.005773747078152274,0.000164999999999998,0.013955076599245457,4.898868928808959e-05,0.0,0.9793277594629007,0.0,0.002122842389529742,0.008040663490157031,0.0007400440747500312,0.011569819232084801,0.00024172782489262777,0.0,0.017925014634088018,YSO,0.9793277594629007,0.017925014634088018,YSO,1
2CXO J053521.8-045407,0.0,0.032499292382628525,0.009587004973752096,0.007243895530353112,0.09243806386416553,0.002541851851851825,0.00010375816993463875,0.8555861332273141,0.0,0.018902840497230452,0.008039705721849416,0.006381973675137035,0.04749629683687605,0.002759782865225362,0.0005171730871122591,0.06061673602918979,YSO,0.8555861332273141,0.06061673602918979,YSO,1
2CXO J053521.8-052007,0.012529008946271257,0.004083025950879094,0.015336202461741827,0.0025169545301563638,0.0009373369608510454,0.014530576868557321,0.007206560059859169,0.9428603342216837,0.006131544878947714,0.003958326966784549,0.009031220499525568,0.00252307528339869,0.0014862780804984778,0.007217420527339979,0.0062927014227333366,0.019653343996182255,YSO,0.9428603342216837,0.019653343996182255,YSO,1
2CXO J053521.8-052353,0.0,0.011578805430037604,0.4125758417232075,0.02016329077184821,0.037603740578776045,0.009854332934032739,1.7777777777777e-05,0.5082062107843199,0.0,0.00995989935332047,0.10986161258053358,0.010638351991230453,0.019585849853628094,0.008168496734835232,0.00012899798007217,0.10392186496319251,YSO,0.5082062107843199,0.10392186496319251,YSO,0
2CXO J053521.9-051500,0.0,0.00011819329626884538,0.00043797315553036395,0.0001995970546090025,0.006867503856308217,0.002851127358441888,2.5059101654845334e-05,0.9895005461771867,0.0,0.00046854151709098136,0.0010596456209792918,0.0004923205418814704,0.007762402129405577,0.0032930905360420994,0.0002499947286814116,0.009435063149279338,YSO,0.9895005461771867,0.009435063149279338,YSO,1
2CXO J053522.1-051857,0.05677865252962053,0.012194095704900244,0.007643836941496025,0.0035652744865695613,0.0011835139011401247,0.04626576080970824,0.13143902185499448,0.7409298437715707,0.025611889251093586,0.008031183742112749,0.007847750068133848,0.004135162642260689,0.0017987732198764305,0.019597136839912745,0.03648331437260488,0.04728367369574881,YSO,0.7409298437715707,0.04728367369574881,YSO,1
2CXO J053522.1-052233,0.0,1.1111111111111e-05,0.011579118794003185,0.0006744444444444369,0.0019191263144355205,0.0,0.0,0.9858161993360057,0.0,0.00011111111111111005,0.008516364319867934,0.0016321915124483223,0.002527159602452081,0.0,0.0,0.009435436833122951,YSO,0.9858161993360057,0.009435436833122951,YSO,1
2CXO J053522.1-052424,0.0,0.007592821777216819,0.06517275107728868,0.012355231347191959,0.0077796216701482976,0.004286743295019119,1.4999999999999e-05,0.902797830833135,0.0,0.005536434496966481,0.0514328582652361,0.00842173567635706,0.00720531892133912,0.004298133921086809,0.00010619159780001751,0.06713374670741974,YSO,0.902797830833135,0.06713374670741974,YSO,1
2CXO J053522.2-051808,0.0,0.0011250977079462297,0.021909287738629327,0.00017924668674683617,0.012042388932163323,0.0005935531651684837,0.0,0.9641504257693458,0.0,0.0018060462023739784,0.01557229759261991,0.0005654184064995899,0.011040778081973027,0.002043112762246237,0.0,0.0237788803066455,YSO,0.9641504257693458,0.0237788803066455,YSO,1
2CXO J053522.2-053117,0.0,0.08626517352872876,0.08622489984998706,0.004505134408602113,0.040221943074989816,0.002347606886840733,0.00019333333333333,0.780241908917518,0.0,0.04026297616941371,0.022228313373605695,0.004052058387083227,0.01717764036851715,0.002706336436670675,0.0007292663472029442,0.05429984647141797,YSO,0.780241908917518,0.05429984647141797,YSO,1
2CXO J053522.3-044207,0.0,0.008091957972353077,0.004045305441658904,0.003654305572152084,0.03135809259926633,0.0010865497762370627,0.00011183760683760501,0.9516519510314949,0.0,0.009271256327513513,0.0038170350846196467,0.0037118159236288993,0.017489144777788814,0.0017307109296407555,0.0004026767578709739,0.024952017986871085,YSO,0.9516519510314949,0.024952017986871085,YSO,1
2CXO J053522.3-052414,0.0,0.0015961111111110929,0.07559458671024442,0.017207301587301545,0.0024659387827702956,0.002728809523809497,0.00013767267267266944,0.9002695796120903,0.0,0.0024121535060450073,0.03827326110106761,0.014775825630745929,0.002773842250868416,0.0037669280753437747,0.0006112783016532312,0.0517555713049249,YSO,0.9002695796120903,0.0517555713049249,YSO,1
2CXO J053522.3-052728,0.0,8.84164588528655e-05,0.004288688470362644,1.546001022440813e-07,0.0011251680546155974,1.2841368431430546e-07,0.0,0.9944974440023823,0.0,0.00032842136371228996,0.006108663641559936,1.0968267565142776e-06,0.001503283322160959,9.050546526730512e-07,0.0,0.0065034118078064335,YSO,0.9944974440023823,0.0065034118078064335,YSO,1
2CXO J053522.4-052200,0.0,1.1220760233918018e-05,0.00037292902728187693,5.971572036663503e-05,0.00027191537116078414,1.1111111111111e-05,0.0,0.9992731080098457,0.0,0.00011110544561625898,0.0008718389998903489,0.0002876254366630317,0.0008170021893699192,0.00011111111111111002,0.0,0.0011902089542644527,YSO,0.9992731080098457,0.0011902089542644527,YSO,1
2CXO J053522.4-052544,0.0,0.0010681599986655263,0.010660020642955528,0.00032514434856716247,0.011410060966375216,0.000118606557377046,2e-05,0.9763980074860595,0.0,0.0031134349613623903,0.017122268722780196,0.001007479297061217,0.01843038331512303,0.0006635178886993313,0.0002,0.034630977221680646,YSO,0.9763980074860595,0.034630977221680646,YSO,1
2CXO J053522.5-045237,0.0,0.00019063047363109795,0.01362895599890725,0.00017510264346174993,0.005407166019573319,2.5048590864917396e-05,8.333333333333e-06,0.9805647629402283,0.0,0.0006095291110840815,0.030752088680827055,0.0009629836124471006,0.008176369059657069,0.00024999556400690117,8.333333333333001e-05,0.035523570838274045,YSO,0.9805647629402283,0.035523570838274045,YSO,1
2CXO J053522.6-051410,0.0,0.0013902018421444195,0.01643186750920629,0.00048449513477006017,0.01607747190366805,6.710623525438229e-05,0.0,0.9655488573749567,0.0,0.001990817988524276,0.010057621666942814,0.0011630881700242508,0.011724398355758768,0.00032106433731851923,0.0,0.017032775282130923,YSO,0.9655488573749567,0.017032775282130923,YSO,1
2CXO J053522.6-051508,0.0,0.00022567774633403987,0.0015325045046080715,8.295854234315215e-05,0.001695686747864001,0.0011208283800041919,1.052877542892e-06,0.9953412912013035,0.0,0.0007914913373949004,0.0021030838771859,0.00041858568958291976,0.0033011212541359477,0.0018319888749855767,1.0528775428919998e-05,0.005414603374728286,YSO,0.9953412912013035,0.005414603374728286,YSO,1
2CXO J053522.7-044829,3.8888888888888e-05,0.06159112871406017,0.0014179594826134335,0.0006790046296296208,0.09788184005161633,0.000347777777777768,9.7777777777777e-05,0.837945622677636,0.00022687332407139943,0.04114478693247371,0.0017381207364146499,0.0014041708232620574,0.03624750302685851,0.0007003116901775986,0.0007301481689848291,0.054808641764800166,YSO,0.837945622677636,0.054808641764800166,YSO,1
2CXO J053522.7-051947,0.0031738888888888663,0.0006858802207963529,0.007555742038699496,0.0009089259398188461,0.0018868186561055542,0.004904232493495576,0.00265588771310991,0.9782286240490854,0.005116132646444652,0.0011505379649091856,0.00507509760533459,0.0014070129208052853,0.002293855209742996,0.0060743067902705936,0.0036546860228024707,0.01248146497987381,YSO,0.9782286240490854,0.01248146497987381,YSO,1
2CXO J053522.7-052313,0.0,0.0,0.0008095054244953416,9.112914520646969e-07,0.00017612499611782746,7.936507936507936e-08,0.0,0.9990133789228554,0.0,0.0,0.0013444196845293762,5.876407040128109e-06,0.0005201889609704205,7.936507936507938e-07,0.0,0.001380117476750298,YSO,0.9990133789228554,0.001380117476750298,YSO,1
2CXO J053522.8-044641,3.3333333333333e-05,0.057386413130091164,0.025690540184745182,0.001711538793042081,0.0777250897498629,0.00012394017094016606,8.396465361003531e-05,0.8372451799843751,0.0002474461148373461,0.034670391605841615,0.030290386770425795,0.003601721126993083,0.03891482058580258,0.00038705301560281824,0.0005243155565368546,0.07419798302991168,YSO,0.8372451799843751,0.07419798302991168,YSO,1
2CXO J053522.8-053137,0.0,0.0016262531633361224,0.013067405954990806,0.0001781952268596799,0.006024766159230222,3.6666666666665e-05,1.1177380163463552e-05,0.979055535448753,0.0,0.0021116816973325487,0.00848096408053273,0.0006766690039651782,0.00509359735787837,0.0002216912849294905,0.00011110639338156653,0.011674907838436773,YSO,0.979055535448753,0.011674907838436773,YSO,1
